id,match_name,screen_name,match_ratio,name,lang,followers_count,friends_count,truncated_id,is_org
134147274.0,maral cankaya,meraldegilmaral,96,maral çankaya,tr,322.0,596.0,134147274,False
3753440423.0, abdulkader badlah,abdulkaderbadla,97,abdulkaderBadlah,ar,51.0,119.0,375344042,False
3386137895.0, elif sezer,el_sezer,100,Elif Sezer,en,56.0,60.0,338613789,False
8.61931997061e+17,ferhat basboga,basbogaferhat,100,Ferhat basboga,tr,15.0,90.0,861931997,False
861384775.0,ali cetinkaya,alicetinkaya12,96,Ali Çetinkaya,tr,135.0,223.0,861384775,False
9.40130879145e+17, suleyman ekici,SULEYMANEKICI11,100,SULEYMAN Ekici,tr,2.0,124.0,940130879,False
2787503142.0,ahmet orhan,enyorum,100,ahmet orhan,tr,688.0,983.0,278750314,False
237290209.0,aliagha huseynli,Schizophrenic72,100,Aliagha Huseynli,tr,13.0,52.0,237290209,False
378589207.0,merve durmus,_MerveDurmus,100,Merve Durmus,tr,230.0,206.0,378589207,False
2837993698.0,resadet imanov,Imanov_Resadet,100,Resadet Imanov,en,54.0,63.0,283799369,False
1570652671.0, nuri aktemur,NuriMyn,100,Nuri Aktemur,tr,1.0,27.0,157065267,False
7.62683270966e+17,hanife merve catan,hanifecatan,97,Hanife Merve Çatan,tr,46.0,57.0,762683270,False
260874526.0,veysi furkan bisen,Veysi_Furkan,100,Veysi Furkan Bisen,en,32.0,83.0,260874526,False
7.9595908062e+17,abbas kutay,medineliak,100,Abbas KUTAY,en,58.0,103.0,795959080,False
2459079670.0,fatma korkut,parlanay,100,fatma korkut,tr,271.0,663.0,245907967,False
3093872810.0,zeynep koyuncu,zeynepkoyuncu_,100,Zeynep Koyuncu,tr,55.0,160.0,309387281,False
508905512.0,eda uysal,jbedajb99,100,Eda Uysal,tr,396.0,461.0,508905512,False
180628720.0,enes temel,EnsTml,100,Enes Temel,tr,106.0,1244.0,180628720,False
522417267.0,furkan sefer,FurkanSefer,100,furkan sefer,tr,60.0,230.0,522417267,False
3376596665.0,mucahit kavaz,mchtkavaz,96,Mücahit Kavaz‼️,tr,386.0,244.0,337659666,False
3124424271.0, pervin somer,ProfPervinSomer,96,PervinSomer,tr,695.0,374.0,312442427,False
1058091331.0, hatice aynur,haticeaynurr,100,Hatice Aynur,tr,670.0,233.0,105809133,False
2399809336.0, ! amazon,illybastug,100,Amazon,tr,297.0,188.0,239980933,False
2203396100.0,fatih kabas,FthKbs,100,Fatih Kabas,tr,302.0,451.0,220339610,False
378511292.0,adil sava,Support91000048,100,adil sava,tr,154.0,181.0,378511292,False
139032492.0,dilara boyraz,dilaraboyraz,100,Dilara Boyraz,en,291.0,287.0,139032492,False
503254088.0,seda tosun,SedaTosun97,100,seda tosun,tr,25.0,45.0,503254088,False
904465758.0,merve nur bayraktar,MerveNurBayrak3,100,Merve Nur Bayraktar,tr,359.0,768.0,904465758,False
3068335031.0,ibrahim cansu,ibrahimcansu_,100,ibrahim cansu,tr,54.0,524.0,306833503,False
9.10741477089e+17,rabia sungar,rabia_sungar,100,Rabia Sungar,tr,16.0,23.0,910741477,False
8.13646417227e+17,sude karanfil,sudee_karanfil,100,Sude Karanfil,tr,1.0,58.0,813646417,False
3311816145.0,koray demir,KorayDemrr,100,Koray Demir,tr,85.0,435.0,331181614,False
314791870.0,sertaã§ tez,SertaTEZ,100,Sertaç TEZ,tr,39.0,106.0,314791870,False
7.20221774626e+17,ismail demir,iedmr57,96,İsmail Demir,en,18.0,64.0,720221774,False
294687724.0,muhammet fatih dogan,mfatihdgn1,100,muhammet fatih dogan,tr,789.0,94.0,294687724,False
4339537834.0,gulnihal erdem,GulnihalErdem,96,Gülnihal Erdem,tr,19.0,183.0,433953783,False
8.59103325593e+17,enes ozderya,EnesOzderya,96,Enes Özderya,tr,31.0,133.0,859103325,False
8.2784137246e+17,hatice aygen,HaticeAygen_,100,Hatice Aygen,en,66.0,187.0,827841372,False
54145022.0,bilal ayan,balikgoz,100,Bilal Ayan,tr,1754.0,676.0,54145022,False
9.31641619627e+17,sinan ozturk,SinanOz41760901,100,Sinan Ozturk,tr,7.0,102.0,931641619,False
9.13846233957e+17,aigerim yergaliyeva,aikayerr,100,Aigerim Yergaliyeva,en,13.0,47.0,913846233,False
2937682529.0, mechanics ar-ge,MechanicsArGe,100,Mechanics Ar-Ge,tr,106.0,57.0,293768252,False
2601258594.0, efekan benlier,EfekanBenlier,100,Efekan Benlier,tr,648.0,208.0,260125859,False
2389573400.0,mustafa said safi,Msaidsafi,100,Mustafa Said Safi,tr,78.0,76.0,238957340,False
1403447797.0,abdullah acun,abdullah_acun,100,Abdullah Acun,en,181.0,276.0,140344779,False
179985645.0,ali abbas fidan,FdnAli,100,Ali Abbas Fidan,tr,55.0,130.0,179985645,False
3065890732.0,ayhan yilmaz,TweetAyhan,100,Ayhan Yilmaz,en,36.0,293.0,306589073,False
2948587163.0,nurcan tuyluoglu,nnurcantuyluogl,100,Nurcan Tuyluoglu,tr,29.0,97.0,294858716,False
586815260.0,yonca baran,BaranYonca,100,yonca baran,tr,126.0,157.0,586815260,False
7.6887119347e+17, halil yekin guzel,HalilYekin,97,Halil Yekin Güzel,tr,54.0,105.0,768871193,False
2180687802.0, burcu tã¼rk saracoglu,brctrk_,100,Burcu Türk Saracoglu,tr,239.0,218.0,218068780,False
1454947890.0,abdullah tok,abdullahtokk,100,Abdullah Tok,tr,180.0,119.0,145494789,False
9.33326916463e+17, serkan demir,Osmanya51233152,96,serkan özdemir,tr,5.0,81.0,933326916,False
3143394171.0,ismail ucak,urtenu101,100,ismail ucak,en,36.0,199.0,314339417,False
1691704831.0,mehmet zahid erer,zahiderer,100,Mehmet Zahid Erer,tr,257.0,246.0,169170483,False
738511766.0,onur aksoy,onuraks012,100,ONUR AKSOY,tr,125.0,57.0,738511766,False
9.25324908557e+17,selma erol,Selmaeroll,100,Selma Erol,tr,22.0,95.0,925324908,False
164596213.0, abdulhalik damar,ahdamar,100,abdulhalik damar,en,253.0,210.0,164596213,False
1670894454.0,mustafa karan,mstfkrn9,100,mustafa karan,tr,126.0,178.0,167089445,False
7.26902779164e+17,halil ulusoy,haveyoumethalil,100,Halil Ulusoy,tr,165.0,161.0,726902779,False
162427198.0, mehmet aytekin,mhmtaytkn,100,mehmet aytekin,en,428.0,498.0,162427198,False
609982219.0,ibrahim eser,eseribrahim_,100,ibrahim eser,tr,96.0,114.0,609982219,False
734074579.0,orhan fatih bayazit,orhanfatihb,100,Orhan Fatih BAYAZIT,tr,8.0,72.0,734074579,False
175426030.0,burak cimrenli,be__ce,100,Burak Cimrenli,tr,567.0,348.0,175426030,False
1639587990.0,ecehan yucesoy,ecelikooo,96,Ecehan Yücesoy,tr,220.0,59.0,163958799,False
93385894.0, nezih erdogan,neziherdogan,100,Nezih Erdogan,en,484.0,243.0,93385894,False
9.63389308782e+17,abdullahi abubakar,aa_kaks,100,Abdullahi Abubakar,en,26.0,147.0,963389308,False
766348868.0,esra balanli,balanli_esra,100,esra balanli,tr,181.0,520.0,766348868,False
2199855997.0,bekir turan,turnbekir,100,Bekir Turan,tr,122.0,675.0,219985599,False
181709561.0,bedirhan tuz,TUZBEDIRHAN,96,BEDIRHANTUZ,tr,181.0,257.0,181709561,False
620865724.0,talha sagdan,tsagdan,100,Talha Sagdan,tr,114.0,193.0,620865724,False
9.66986017605e+17,anis rouis,AnisRouis1,100,Anis Rouis,en,11.0,186.0,966986017,False
8.42651605296e+17,md al amin mia,mdalaminmia11_,100,MD Al Amin Mia,en,38.0,130.0,842651605,False
2743729859.0,ahmed esad ekentok,esadekentok,100,ahmed esad ekentok,tr,21.0,45.0,274372985,False
2826918781.0,mahmut sami ocal,msamiocal,97,mahmut sami öcal,tr,96.0,73.0,282691878,False
3234065324.0,serdar habil,serdar_habil,100,Serdar Habil ★⭐️★,tr,262.0,393.0,323406532,False
1030464109.0,ismail mutlu,ismailmutlu4153,96,İsmail Mutlu,tr,495.0,1678.0,103046410,False
45125220.0,emre tonba,emrtnb,100,Emre TONBA,en,29.0,192.0,45125220,False
8.0045677278e+17,furkan kesen,FurkanKesen7,100,Furkan Kesen,tr,22.0,30.0,800456772,False
306990461.0,zeynep yildiz,zeynebyildiz,100,Zeynep Yildiz,tr,88.0,969.0,306990461,False
69275239.0,mustafa bal,mustafabal,100,Mustafa Bal,en,274.0,173.0,69275239,False
2831415666.0,selma slocum,selmanslocum,96,selman slocum,en,23.0,346.0,283141566,False
879994615.0,nexhat cokli,NCokli,100,nexhat cokli,en,47.0,189.0,879994615,False
1019233874.0,asma alian,AsmaaElyan,100,Asma Alian,en,108.0,297.0,101923387,False
32660008.0, reyyan bilge,ReyyanBilge,100,reyyan bilge,en,1717.0,396.0,32660008,False
473329257.0,mustafa karan,KUZEYEGE35,96,Mustafa KARA,tr,117.0,1391.0,473329257,False
9.35430209859e+17,mahmut ozdemir,mahmuutozdemir,96,Mahmut Özdemir,tr,45.0,121.0,935430209,False
4124637371.0, cengiz kallek,cengizkallek,100,Cengiz Kallek,tr,2279.0,271.0,412463737,False
3100290275.0,aygun ismayilova,aygunkcr,97,Aygun İsmayilova,tr,739.0,180.0,310029027,False
478731173.0,merve koca,birmerve,100,Merve Koca,tr,115.0,58.0,478731173,False
8.39050359532e+17, unutma istanbul,unutmaistanbul,97,Unutma İstanbul,tr,366.0,52.0,839050359,False
79819842.0, kagan koc,kaankursad,100,Kagan Koc,en,445.0,482.0,79819842,False
362552611.0,melike bilge,melikebilgee,100,Melike Bilge,tr,155.0,139.0,362552611,False
9.17281450869e+17,yasin narman,ysnnarman,100,Yasin Narman,tr,1.0,15.0,917281450,False
1235457578.0,celil kececi,celilkcc,96,Celil Keçeci,tr,113.0,105.0,123545757,False
3333135502.0,nilay kostak,nilaykstk,96,nilaykostak,tr,370.0,476.0,333313550,False
8.28020555803e+17,furkan emer,furkanemer43,100,Furkan Emer,tr,163.0,186.0,828020555,False
9.84133851097e+17,merve uzun,dprsfpollyanna,100,Merve Uzun,tr,74.0,313.0,984133851,False
37036731.0,omer celebi,omerclb,100,Omer Celebi,en,525.0,374.0,37036731,False
9.20744341421e+17,mucahit turhan,mucahitturhann,96,Mücahit Turhan,tr,2.0,39.0,920744341,False
4536962596.0,onur okun,onurokun,100,Onur Okun,tr,73.0,139.0,453696259,False
452106609.0,ismail canpolat,dieskortes,97,İsmail Canpolat,tr,193.0,147.0,452106609,False
293976465.0, gã¶khan ãetinsaya,cetinsayag,100,Gökhan Çetinsaya,en,29396.0,609.0,293976465,False
9.51199315565e+17,emre kaya,EmreOjk98077,100,emre kaya,tr,1.0,87.0,951199315,False
2903786607.0, zeynep gultekin,zezezezep,97,Zeynep Gültekin,tr,63.0,316.0,290378660,False
320746999.0,aysenur irk,aysenurirk,100,Aysenur Irk,tr,211.0,247.0,320746999,False
9.38494926966e+17,abdullah kaya,Abdulla23830994,100,Abdullah Kaya,tr,0.0,53.0,938494926,False
25553860.0,imdat sarialioglu,SariAliOglu,100,imdat Sarialioglu,tr,342.0,1772.0,25553860,False
806973368.0,ahmet temizel,46dedee,100,Ahmet Temizel,tr,186.0,242.0,806973368,False
1672861045.0,abdullah eren,_abdullah_eren,100,abdullah eren,tr,100.0,115.0,167286104,False
7.83385197186e+17,raafay ahmad,RaafayAhmad,100,Raafay Ahmad,en,20.0,175.0,783385197,False
8.39025106895e+17,rumeysa duygun,RumeysaDuygun,96,Rümeysa Duygun,en,23.0,65.0,839025106,False
7.64021907172e+17,enes erkan,meneserkan,100,Enes ERKAN,en,740.0,117.0,764021907,False
944226110.0,sumeyra yerinde,sumeyrayerinde,97,Sümeyra Yerinde,tr,110.0,94.0,944226110,False
8.37023808524e+17,ahmet taha celik,tahacelik0,97,Ahmet Taha Çelik,tr,95.0,159.0,837023808,False
7.09465725648e+17,miray turhan,mirayyturhann,96,mirayturhan,tr,126.0,276.0,709465725,False
3421922319.0,mustafa emre teke,emreteke27,100,Mustafa Emre Teke,tr,146.0,175.0,342192231,False
595592832.0,naveed tahir,nedtahir,100,Naveed Tahir,en,189.0,249.0,595592832,False
313467951.0,esra akdil,esraakdil,100,Esra Akdil,tr,220.0,273.0,313467951,False
383903153.0,ebubekir torun,ebu_torun,100,Ebubekir Torun,tr,55.0,65.0,383903153,False
4777972294.0,alperen cetinkaya,alperencetinka,97,Alperen ÇETINKAYA,en,28.0,61.0,477797229,False
2821526922.0,reyta akdeniz,reyta_akdeniz,100,reyta akdeniz,tr,8.0,26.0,282152692,False
8.60931054131e+17,sevde zeynep ocak,svdzeynep,100,Sevde Zeynep Ocak,tr,68.0,477.0,860931054,False
7.54257121358e+17,abdulkadir aksu,AbdulkadirAksu8,100,Abdulkadir Aksu,tr,103.0,187.0,754257121,False
7.83600969393e+17,taha enes uzun,tenesuzun,100,Taha Enes Uzun,en,79.0,180.0,783600969,False
1528130275.0,ilayda ulubas,Ulubasilayda,100,ilayda ulubas,tr,90.0,133.0,152813027,False
189881254.0,merve sancaktar,sancaktarmerve,100,Merve Sancaktar,tr,147.0,150.0,189881254,False
8.07149924215e+17,dilara bulun,dilarabulun,100,Dilara Bulun,tr,0.0,4.0,807149924,False
2193918772.0,rumeysa karaca,rumeysakrc7,100,Rumeysa Karaca,tr,50.0,201.0,219391877,False
3101590678.0,malik alsibai,Sibai_Homs,100,Malik Alsibai,en,375.0,268.0,310159067,False
755388661.0,ahmet metin,amtmtn,100,ahmet metin,tr,417.0,290.0,755388661,False
2336600952.0,mehmet uzun,uzunmehemet,100,mehmet uzun,tr,257.0,432.0,233660095,False
4590125417.0,beyzanur kocak,beyzanurkocak_,100,beyzanur kocak,tr,22.0,56.0,459012541,False
295379645.0, nesibe yazgan uslu,NesibeYazgan,100,Nesibe YAZGAN USLU,tr,806.0,676.0,295379645,False
2264626832.0,hatice ozkan,htuski,96,Hatice Özkan,tr,136.0,149.0,226462683,False
265254213.0,zeki akbulut,ZekiAkbulut,100,Zeki AKBULUT,tr,1153.0,1560.0,265254213,False
786513674.0,salih sahin,nihashilas,100,Salih Sahin,tr,720.0,624.0,786513674,False
618131962.0, talha kã¶se,Talha_Kose1,100,Talha Köse,en,4665.0,1164.0,618131962,False
167872330.0,anna zharkova,czarina92,100,Anna Zharkova,tr,152.0,184.0,167872330,False
371379659.0,ahmet semih bozkurt,asebozkurtt,100,Ahmet Semih Bozkurt,en,300.0,185.0,371379659,False
802893386.0,zehra nur duz,zehranurdz,96,Zehra Nur DÜZ,tr,120.0,975.0,802893386,False
614524241.0,bilal oztemiz,bilaloztemiz,96,bilal öztemiz,tr,1.0,10.0,614524241,False
212613861.0, erdem goktepe,erdemgoktepe_,96,Erdem Göktepe,tr,40.0,130.0,212613861,False
3052081924.0,merve fidan,mervefidan95,100,Merve Fidan,tr,59.0,98.0,305208192,False
612625044.0,deniz arslan,1DenizArslann,100,Deniz Arslan,tr,134.0,54.0,612625044,False
2862703149.0,zeynep demir,zeyy_demir,100,Zeynep Demir,tr,168.0,117.0,286270314,False
2830662256.0,hamit ocak,ogrenimgorevlsi,100,hamit ocak,tr,99.0,315.0,283066225,False
4568868677.0,samuele tavani,DengSamPing,100,Samuele Tavani,en,58.0,798.0,456886867,False
2787473481.0,mert colaklar,ColaklarMert,96,Mert Çolaklar,tr,95.0,185.0,278747348,False
2881159525.0,aliye kara,aaliyekara,100,Aliye Kara,tr,127.0,130.0,288115952,False
1475948256.0,ahmet oztemiz,AhmetOztemz,96,Ahmet Öztemiz,tr,71.0,56.0,147594825,False
3234142326.0,mehmet can erim,MCanErim,100,Mehmet Can Erim,tr,51.0,144.0,323414232,False
355058617.0,emre meral,Emre_meraal,100,Emre Meral,tr,141.0,162.0,355058617,False
267846506.0, murat sancar,sancarccc,100,Murat sancar,tr,35.0,48.0,267846506,False
9.38172933939e+17,busra kavurmaci,busrakavurmaci,97,busrakavurmaci,tr,65.0,287.0,938172933,False
462209339.0,meryem yilmaz,meryemyilmazz,100,Meryem YILMAZ,tr,51.0,333.0,462209339,False
474399263.0,furkan eken,FurkanEken5,100,Furkan Eken,tr,32.0,177.0,474399263,False
900003228.0,merve erol,merveerol14,100,Merve Erol 🐣,en,110.0,468.0,900003228,False
310141719.0,abdurrahman demirel,abdemirel,97,abdurrahmandemirel,tr,119.0,156.0,310141719,False
4282307963.0,mayasa dablan,DablanMayasa,100,Mayasa Dablan,en,10.0,47.0,428230796,False
1537318436.0, mehmet fatih aysan,mfatihaysan,100,Mehmet Fatih Aysan,en,982.0,387.0,153731843,False
7.50860625346e+17,bedirhan gultekin,bedirhangltkn16,97,Bedirhan Gültekin,en,94.0,158.0,750860625,False
47148388.0, kasim kopuz,kkopuz,100,kasim kopuz,en,372.0,655.0,47148388,False
333999999.0,asena okul,AsenaOkul,100,Asena Okul,tr,79.0,45.0,333999999,False
193020479.0,cuneyd uzun,cuneyduzun,100,Cuneyd uzun,en,286.0,668.0,193020479,False
9.9037073817e+17,hamza uysal,hamzauysal_,100,Hamza Uysal,tr,9.0,22.0,990370738,False
8.01368455304e+17,melike bilge,melikebilge96,100,Melike Bilge,tr,105.0,127.0,801368455,False
405717491.0,ahmet akyol,akyollahmet,100,Ahmet Akyol,tr,445.0,220.0,405717491,False
3233851747.0,ozlem bayram,1ozlembayram,96,Özlem Bayram,tr,53.0,106.0,323385174,False
9.16911351633e+17,ilknur bahadir,ilknurbahadirst,96,ilknurbahadir,tr,124.0,372.0,916911351,False
113954902.0, ebru kayaalp,ebrukayaalp,100,Ebru Kayaalp,en,241.0,280.0,113954902,False
3229214397.0,fazlurrahman yaman,fazlur61,100,Fazlurrahman Yaman,tr,196.0,249.0,322921439,False
9.38645392573e+17,enes kemal boyraz,ekboyraz1903,100,Enes Kemal Boyraz,tr,18.0,29.0,938645392,False
8.1878210012e+17,sevim kumbasar,SevimKumbasar,100,sevim kumbasar,tr,12.0,44.0,818782100,False
7.87745102173e+17,sinem aslan,sineemaslannn,100,Sinem Aslan,tr,211.0,225.0,787745102,False
8.33210940569e+17, ceren akbulut,zcerenakbulut,100,Ceren Akbulut,tr,53.0,136.0,833210940,False
2966940226.0,huzaifa asim,huzasim,100,Huzaifa Asim,en,42.0,68.0,296694022,False
2610121232.0,mustafa topcu,mustafatopcu061,100,Mustafa TOPCU,tr,181.0,842.0,261012123,False
8.95568602946e+17,beyzanur mete,BeyzaMtee,96,Beyza Nur Mete,tr,14.0,137.0,895568602,False
3630754639.0,emirhan arslan,emrhanarslan,100,Emirhan Arslan,tr,196.0,265.0,363075463,False
352233621.0,mustafa kaya,MKayaLorbi,100,Mustafa Kaya,tr,947.0,1016.0,352233621,False
98857070.0,ahmet kahveciler,ahmetkahveciler,97,ahmetkahveciler,tr,511.0,210.0,98857070,False
1520474768.0, eda yucesoy,eda_yucesoy,100,eda yucesoy,en,11.0,9.0,152047476,False
7.78977823835e+17,huseyin demir,HuseyiinDemir,96,Hüseyin Demir,tr,37.0,57.0,778977823,False
8.31060584167e+17,ibrahim talha ceylan,brahimTalhaCey2,98,İbrahim Talha Ceylan,tr,7.0,39.0,831060584,False
2874911918.0,sedat kaya,sdtkayaa,100,Sedat Kaya,tr,12.0,66.0,287491191,False
3404645212.0,merve keskin,fmervekeskin,100,Merve Keskin,tr,112.0,988.0,340464521,False
2802323851.0,muharrem ipek,KolejinKu7si,96,Muharrem İPEK,tr,332.0,198.0,280232385,False
3003473230.0,ayse nur ozer,ayse11397,96,Aysenur Ozer,tr,237.0,468.0,300347323,False
247465439.0,aleyna ebru ucar,aleynaucuyoo,97,Aleyna Ebru Uçar,tr,245.0,85.0,247465439,False
2301095318.0,makram klach,MakremKlach,100,MAKRAM KLACH,en,653.0,303.0,230109531,False
66317901.0, aysegul baser,aysegulbaser,100,aysegul baser,en,470.0,279.0,66317901,False
350835385.0,mustafa demir,ozdemirmustafa7,96,Mustafa Özdemir,tr,173.0,1083.0,350835385,False
886856594.0,zeynep fevzioglu,zeeepzep,97,zeynepfevzioglu,tr,20.0,135.0,886856594,False
1472970224.0,huseyin koru,hseyin_koru,96,Hüseyin KORU,tr,318.0,416.0,147297022,False
2189225452.0, zeynep kaplan,SZeynepkaplan,100,Zeynep Kaplan,tr,52.0,151.0,218922545,False
608454023.0,hilmi turhan,TurhanHilmi,100,Hilmi Turhan,tr,96.0,96.0,608454023,False
8.59786870658e+17,abdulhakim allahdad,a_allahdad99,100,Abdulhakim Allahdad,en,19.0,131.0,859786870,False
7.10800174068e+17,bahar albayrak,baharalb,100,Bahar Albayrak,tr,50.0,153.0,710800174,False
3080417236.0, lobbying school,lobbyingsschool,100,Lobbying School,tr,1057.0,95.0,308041723,False
1531530470.0,furkan kafadar,timsahlar98,100,Furkan Kafadar,tr,71.0,105.0,153153047,False
765369582.0,rahime aksa boyraz,aksaboyraz,100,rahime aksa boyraz,tr,128.0,118.0,765369582,False
2177060726.0,alper bozkurt,alperilealper,100,alper bozkurt,tr,91.0,147.0,217706072,False
189850674.0,esra nur donmez,EsraNrDnmz,97,Esra Nur Dönmez,tr,253.0,172.0,189850674,False
888378156.0,vildan ibisoglu,vildanibisoglu,100,Vildan Ibisoglu,tr,63.0,93.0,888378156,False
350224188.0,ahmet sefa toprak,AhmetSToprak,100,Ahmet Sefa Toprak,tr,290.0,315.0,350224188,False
7.07938812916e+17,muhammed ali sit,muhammedalisit,100,Muhammed Ali Sit,en,52.0,214.0,707938812,False
162310009.0, sadi evren seker,sadievrenseker,100,Sadi Evren SEKER,en,4461.0,65.0,162310009,False
2246408021.0,fatma nur ozcan,fatmanurozcan_,97,Fatma Nur Özcan,tr,95.0,29.0,224640802,False
222571773.0,zeynep ulucam,zynpulucam,96,Zeynep Uluçam,tr,62.0,169.0,222571773,False
2430997123.0,yasin koca,sadecetetik,100,Yasin Koca,tr,293.0,330.0,243099712,False
436045690.0,omer faruk can,515Omer,96,Ömer Faruk Can,tr,141.0,59.0,436045690,False
7.49986048546e+17,yasin tikici,yasinTii,100,Yasin Tikici,tr,35.0,135.0,749986048,False
